ID,LabID,LongID,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,SiO2_n_Z_score,TiO2_n_Z_score,Al2O3_n_Z_score,FeO_n_Z_score,Mn_Z_scoreO_n_Z_score,MgO_n_Z_score,CaO_n_Z_score,Na2O_n_Z_score,K2O_n_Z_score,SiO2_n_sqrt_transformed_Z_scores,TiO2_n_sqrt_transformed_Z_scores,Al2O3_n_sqrt_transformed_Z_scores,FeO_n_sqrt_transformed_Z_scores,Mn_sqrt_transformed_Z_scoresO_n_sqrt_transformed_Z_scores,MgO_n_sqrt_transformed_Z_scores,CaO_n_sqrt_transformed_Z_scores,Na2O_n_sqrt_transformed_Z_scores,K2O_n_sqrt_transformed_Z_scores,PC1_Z_scores_sqrt_transformed,PC2_Z_scores_sqrt_transformed,PC3_Z_scores_sqrt_transformed,PC4_Z_scores_sqrt_transformed,PC_n_sqrt_transformed_Z_scores,Variance_explained_percent,Minimum,25%_Quartile,Median,Mean,75%_Quartile,Maximum
SAM-42,So-A-32,SAM-42_So-A-32_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.95,0.24,14.02,1.81,0,0.24,1.02,4.52,4.2,0,0,0,100,73.95,0.24,14.02,1.81,0,0.24,1.02,4.52,4.2,0,0,0,100,0.243335082,-0.635558643,-0.072374069,-0.35408783,-1.116139916,-0.673397372,-1.134026522,-0.234611413,1.627222433,0.259639803,-0.541402787,-0.044059129,-0.233010574,-1.895081243,-0.631008158,-1.255097362,-0.181246312,1.523995355,-1.598597073,1.721055364,-1.3034267,-0.426786076,,,,,,,,
SAM-43,So-A-33,SAM-43_So-A-33_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.45,0.26,13.67,1.86,0.05,0.19,0.97,4.38,4.17,0,0,0,100,74.45,0.26,13.67,1.86,0.05,0.19,0.97,4.38,4.17,0,0,0,100,0.330374421,-0.599186108,-0.288299718,-0.321571007,-0.4841098,-0.754755864,-1.185151146,-0.379978476,1.593973857,0.344913028,-0.487950851,-0.263178827,-0.194352508,-0.283040308,-0.772814297,-1.330109045,-0.328418825,1.497188682,-1.30386306,1.82795275,-0.193673111,-0.107254235,,,,,,,,
SAM-44,So-A-34,SAM-44_So-A-34_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.02,0.24,14.04,1.68,0.01,0.22,1.03,4.65,4.11,0,0,0,100,74.02,0.24,14.04,1.68,0.01,0.22,1.03,4.65,4.11,0,0,0,100,0.255616152,-0.651575416,-0.065565298,-0.439899148,-1.048161994,-0.696633059,-1.114955163,-0.090533861,1.52833986,0.271688896,-0.565522058,-0.03719475,-0.337731024,-1.366403386,-0.670042726,-1.227548109,-0.037600502,1.443996207,-1.452565172,1.64771537,-1.101113035,-0.347046743,,,,,,,,
SAM-45,So-A-35,SAM-45_So-A-35_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.99,0.29,13.86,1.68,0,0.22,1.07,4.71,4.17,0,0,0,100,73.99,0.29,13.86,1.68,0,0.22,1.07,4.71,4.17,0,0,0,100,0.25096634,-0.528184487,-0.170440463,-0.436659289,-1.116139916,-0.699087524,-1.077035415,-0.032226394,1.588931476,0.267127583,-0.388347416,-0.143230248,-0.33370229,-1.895081243,-0.674229767,-1.173438125,0.019926282,1.49311513,-1.544174645,1.644311335,-1.394693996,-0.545828815,,,,,,,,
SAM-46,So-A-36,SAM-46_So-A-36_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.1,0.24,13.93,1.68,0.04,0.2,1.03,4.58,4.19,0,0,0,100,74.1,0.24,13.93,1.68,0.04,0.2,1.03,4.58,4.19,0,0,0,100,0.270228776,-0.634912082,-0.130092143,-0.438670953,-0.597660039,-0.734530542,-1.117623866,-0.170233983,1.616642414,0.286018116,-0.540436865,-0.102358353,-0.336203056,-0.435013076,-0.736154567,-1.231389409,-0.116794536,1.515475282,-1.231416522,1.773605124,-0.512065615,-0.099316401,,,,,,,,
SAM-47,So-A-37,SAM-47_So-A-37_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.9,0.27,13.92,1.81,0,0.23,1.05,4.72,4.09,0,0,0,100,73.9,0.27,13.92,1.81,0,0.23,1.05,4.72,4.09,0,0,0,100,0.234997403,-0.583519346,-0.134884008,-0.351909834,-1.116139916,-0.684837013,-1.095774663,-0.02366046,1.50368352,0.251456379,-0.465458394,-0.107207329,-0.230404322,-1.895081243,-0.650092084,-1.200069261,0.028348745,1.423918119,-1.517200663,1.596864181,-1.378632104,-0.57439945,,,,,,,,
SAM-48,So-A-38,SAM-48_So-A-38_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.82,0.27,13.9,1.81,0.03,0.19,1.03,4.67,4.27,0,0,0,100,73.82,0.27,13.9,1.81,0.03,0.19,1.03,4.67,4.27,0,0,0,100,0.220719956,-0.575014156,-0.145399014,-0.353862813,-0.746438688,-0.754878668,-1.116139404,-0.073691664,1.701612392,0.237436993,-0.453374532,-0.117852438,-0.232741199,-0.662167692,-0.773040049,-1.229252143,-0.020948539,1.583639005,-1.194461058,1.83051426,-0.683481358,-0.229504298,,,,,,,,
SAM-49,So-A-39,SAM-49_So-A-39_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.57,0.21,14.3,1.65,0.07,0.23,1.06,4.7,4.21,0,0,0,100,73.57,0.21,14.3,1.65,0.07,0.23,1.06,4.7,4.21,0,0,0,100,0.175695287,-0.71092019,0.097919786,-0.456787842,-0.192993428,-0.691150138,-1.084323267,-0.042145645,1.638976464,0.193175675,-0.658345147,0.126815931,-0.358831781,0.053158913,-0.660734369,-1.183770211,0.010164001,1.533449887,-0.934241224,1.791406945,-0.404237379,0.085611125,,,,,,,,
SAM-50,So-A-40,SAM-50_So-A-40_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.98,0.29,14.07,1.67,0.07,0.18,1.03,4.51,4.19,0,0,0,100,73.98,0.29,14.07,1.67,0.07,0.18,1.03,4.51,4.19,0,0,0,100,0.248172058,-0.530488311,-0.045358235,-0.443234083,-0.174481736,-0.769642659,-1.115410626,-0.239491229,1.612225814,0.264386092,-0.391489374,-0.016838657,-0.341884382,0.072595811,-0.800473071,-1.228203382,-0.186149643,1.511915826,-1.027590359,1.814963221,-0.222758589,0.087269562,,,,,,,,
SAM-51,So-A-41,SAM-51_So-A-41_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.96,0.28,13.9,1.84,0.09,0.21,0.99,4.54,4.21,0,0,0,100,73.96,0.28,13.9,1.84,0.09,0.21,0.99,4.54,4.21,0,0,0,100,0.244663181,-0.564214312,-0.149064025,-0.335057734,0.039509048,-0.728663216,-1.169708368,-0.214523061,1.63582058,0.26094309,-0.438155373,-0.121564343,-0.210321173,0.284736316,-0.725706533,-1.307268355,-0.161087814,1.530912536,-0.954997354,1.879106538,-0.011959445,-0.002226825,,,,,,,,
SAM-52,So-A-42,SAM-52_So-A-42_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,72.73,0.23,15.19,1.37,0.13,0.14,1.75,4.88,3.58,0,0,0,100,72.73,0.23,15.19,1.37,0.13,0.14,1.75,4.88,3.58,0,0,0,100,0.027419945,-0.669322737,0.643602137,-0.631454455,0.577831035,-0.848720986,-0.319746475,0.145324672,0.913622058,0.046868234,-0.592691125,0.663444132,-0.587900237,0.744044961,-0.958865413,-0.232355807,0.19303147,0.926624574,-0.320012674,0.899478773,-0.517813578,0.868961419,,,,,,,,
SAM-53,So-A-43,SAM-53_So-A-43_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.08,0.26,14.13,1.58,0,0.16,0.9,4.59,4.3,0,0,0,100,74.08,0.26,14.13,1.58,0,0.16,0.9,4.59,4.3,0,0,0,100,0.26681546,-0.60706887,-0.009055149,-0.501645174,-1.116139916,-0.806188866,-1.268707778,-0.156074835,1.74133082,0.282671717,-0.499385776,0.019672233,-0.415715704,-1.895081243,-0.87107373,-1.456611275,-0.102677355,1.615298259,-1.762293245,1.868580878,-1.462993396,-0.435415845,,,,,,,,
SAM-54,So-A-44,SAM-54_So-A-44_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.51,0.2,13.95,1.5,0.08,0.18,0.91,4.47,4.2,0,0,0,100,74.51,0.2,13.95,1.5,0.08,0.18,0.91,4.47,4.2,0,0,0,100,0.342434963,-0.739410854,-0.116104094,-0.554320214,-0.156564725,-0.769830641,-1.24906092,-0.282117958,1.624139596,0.356706509,-0.705065047,-0.088211383,-0.484160203,0.091227184,-0.80082618,-1.426406737,-0.229090206,1.521513719,-1.332860626,1.871156893,-0.185530932,0.072676403,,,,,,,,
SAM-55,So-A-45,SAM-55_So-A-45_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.59,0.23,14.17,1.79,0.04,0.22,1.09,4.68,4.19,0,0,0,100,73.59,0.23,14.17,1.79,0.04,0.22,1.09,4.68,4.19,0,0,0,100,0.179773475,-0.660534158,0.019171443,-0.369103315,-0.637037898,-0.701249365,-1.05327006,-0.067415138,1.617540698,0.197187883,-0.579177091,0.048007444,-0.251045977,-0.491552925,-0.677928046,-1.139962739,-0.014750261,1.516199033,-1.060953337,1.739834165,-0.652338851,-0.078442532,,,,,,,,
SAM-56,So-A-46,SAM-56_So-A-46_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.18,0.26,13.9,1.56,0.02,0.21,1.02,4.52,4.34,0,0,0,100,74.18,0.26,13.9,1.56,0.02,0.21,1.02,4.52,4.34,0,0,0,100,0.284272288,-0.609562384,-0.150718236,-0.515232708,-0.838261778,-0.723170164,-1.136221321,-0.227265857,1.784523897,0.299781708,-0.503019729,-0.123239981,-0.433195721,-0.826187906,-0.715997975,-1.258282592,-0.173870137,1.649582659,-1.397328678,1.88047098,-0.729476649,-0.145243999,,,,,,,,
SAM-57,So-A-47,SAM-57_So-A-47_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.9,0.25,14.18,1.67,0,0.22,0.97,4.58,4.23,0,0,0,100,73.9,0.25,14.18,1.67,0,0.22,0.97,4.58,4.23,0,0,0,100,0.234852629,-0.630447887,0.022942163,-0.444213376,-1.116139916,-0.7032524,-1.182488945,-0.165715982,1.656125815,0.251314261,-0.533783643,0.051789181,-0.34310524,-1.895081243,-0.681363436,-1.326159986,-0.112287658,1.547223594,-1.618980484,1.7600547,-1.413963424,-0.415940004,,,,,,,,
SAM-58,So-A-48,SAM-58_So-A-48_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.55,0.29,13.95,1.97,0.05,0.19,0.99,4.79,4.21,0,0,0,100,73.55,0.29,13.95,1.97,0.05,0.19,0.99,4.79,4.21,0,0,0,100,0.173075125,-0.528756503,-0.115590295,-0.25006598,-0.462076495,-0.753845527,-1.16896658,0.048743337,1.638043613,0.190597571,-0.389127001,-0.087691967,-0.1111671,-0.255182208,-0.771142034,-1.306175251,0.099249434,1.532699955,-0.960276455,1.846157821,-0.473460025,-0.275654979,,,,,,,,
SAM-59,So-A-49,SAM-59_So-A-49_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.86,0.25,13.99,1.93,0.05,0.24,0.98,4.58,4.13,0,0,0,100,73.86,0.25,13.99,1.93,0.05,0.24,0.98,4.58,4.13,0,0,0,100,0.226739358,-0.612540006,-0.09150698,-0.279113329,-0.509408813,-0.661303311,-1.181388341,-0.171243787,1.540958828,0.243348534,-0.507369907,-0.063362897,-0.144666192,-0.315633328,-0.61110371,-1.324528781,-0.117802145,1.454251744,-1.067710016,1.780951513,-0.35654856,-0.187441003,,,,,,,,
SAM-60,So-A-50,SAM-60_So-A-50_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.72,0.26,14.15,1.73,0.09,0.24,1,4.66,4.15,0,0,0,100,73.72,0.26,14.15,1.73,0.09,0.24,1,4.66,4.15,0,0,0,100,0.203120068,-0.609902544,0.004834147,-0.404984057,0.02883831,-0.666679784,-1.152821791,-0.082805769,1.568124073,0.220144626,-0.503516097,0.033620749,-0.294631456,0.274649255,-0.619918627,-1.282474598,-0.029956124,1.476282814,-0.859236752,1.80384998,-0.146882113,0.0046594,,,,,,,,
SAM-61,So-A-51,SAM-61_So-A-51_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.8,0.25,13.71,1.53,0.06,0.15,0.89,4.46,4.15,0,0,0,100,74.8,0.25,13.71,1.53,0.06,0.15,0.89,4.46,4.15,0,0,0,100,0.393237415,-0.617418662,-0.265199689,-0.534546034,-0.367800525,-0.828726104,-1.278863849,-0.287910895,1.565736368,0.406324673,-0.51452284,-0.239603036,-0.458249373,-0.140972624,-0.916761667,-1.472340919,-0.234940894,1.474348908,-1.456846821,1.841101406,-0.245091253,-0.093131714,,,,,,,,
SAM-62,So-A-52,SAM-62_So-A-52_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.4,0.26,13.72,1.61,0,0.19,0.96,4.68,4.2,0,0,0,100,74.4,0.26,13.72,1.61,0,0.19,0.96,4.68,4.2,0,0,0,100,0.321733358,-0.609584158,-0.261275949,-0.483644169,-1.116139916,-0.762489829,-1.203312919,-0.062504679,1.628605527,0.336459974,-0.503051497,-0.235601711,-0.392738919,-1.895081243,-0.787109189,-1.357179929,-0.009903796,1.525108466,-1.77828661,1.732620384,-1.369057179,-0.599108195,,,,,,,,
SAM-63,So-A-53,SAM-63_So-A-53_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.01,0.26,14.14,1.63,0.08,0.23,0.98,4.53,4.14,0,0,0,100,74.01,0.26,14.14,1.63,0.08,0.23,0.98,4.53,4.14,0,0,0,100,0.253068189,-0.590622234,0.001332288,-0.468255945,-0.148114642,-0.678875175,-1.180768576,-0.223342916,1.559912335,0.269189529,-0.475617823,0.030105015,-0.373256982,0.099953796,-0.640114629,-1.32361059,-0.169933193,1.469629729,-1.017229748,1.806670402,-0.182897109,0.037406082,,,,,,,,
SAM-64,So-A-54,SAM-64_So-A-54_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.14,0.31,13.9,1.93,0.02,0.22,1,4.39,4.09,0,0,0,100,74.14,0.31,13.9,1.93,0.02,0.22,1,4.39,4.09,0,0,0,100,0.277035927,-0.499296784,-0.146461579,-0.279951808,-0.919866856,-0.696221045,-1.154885504,-0.365503409,1.503170702,0.292690508,-0.349422646,-0.118928516,-0.145639031,-0.996747886,-0.669341102,-1.285494569,-0.31366007,1.423499963,-1.327880494,1.717510968,-0.625961061,-0.260260064,,,,,,,,
SAM-65,So-A-55,SAM-65_So-A-55_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.06,0.29,14,1.67,0.02,0.23,1.09,4.44,4.21,0,0,0,100,74.06,0.29,14,1.67,0.02,0.23,1.09,4.44,4.21,0,0,0,100,0.261637025,-0.544143925,-0.088674039,-0.444777972,-0.809844982,-0.677647245,-1.053908939,-0.316309655,1.636532929,0.277593969,-0.410231218,-0.060503299,-0.343809361,-0.772863615,-0.638068249,-1.140858359,-0.263675485,1.531485342,-1.249736252,1.750208073,-0.626360865,-0.07004934,,,,,,,,
SAM-66,So-A-56,SAM-66_So-A-56_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.63,0.31,14.31,1.71,0.06,0.25,1.03,4.46,4.24,0,0,0,100,73.63,0.31,14.31,1.71,0.06,0.25,1.03,4.46,4.24,0,0,0,100,0.186780383,-0.484090714,0.10470532,-0.418276231,-0.384534685,-0.649268074,-1.123128835,-0.292184413,1.670361162,0.204079956,-0.329272449,0.133590022,-0.310957772,-0.160695957,-0.59156184,-1.23932725,-0.239259347,1.558638371,-0.927518412,1.862492715,-0.332167042,0.072556276,,,,,,,,
SAM-67,So-A-57,SAM-67_So-A-57_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.91,0.22,14.02,1.82,0.09,0.18,1.02,4.66,4.07,0,0,0,100,73.91,0.22,14.02,1.82,0.09,0.18,1.02,4.66,4.07,0,0,0,100,0.236373598,-0.689764423,-0.072053063,-0.345385155,0.019706959,-0.771210044,-1.133682167,-0.08730727,1.482110126,0.252807294,-0.624595172,-0.043735441,-0.222611388,0.265979993,-0.803420286,-1.254597892,-0.034408124,1.406307197,-0.985507178,1.72666483,-0.156122007,0.016270924,,,,,,,,
SAM-68,So-A-58,SAM-68_So-A-58_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.01,0.22,14.07,1.71,0.03,0.21,1,4.56,4.19,0,0,0,100,74.01,0.22,14.07,1.71,0.03,0.21,1,4.56,4.19,0,0,0,100,0.25342668,-0.69593111,-0.045927893,-0.414790999,-0.713558399,-0.714976269,-1.157150718,-0.18959596,1.617364107,0.269541197,-0.634353944,-0.017412189,-0.30666738,-0.608509243,-0.70164376,-1.288812624,-0.136133003,1.516056759,-1.28495702,1.787917158,-0.625216041,-0.114307559,,,,,,,,
SAM-69,So-A-59,SAM-69_So-A-59_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.76,0.3,14.01,1.78,0.13,0.22,0.99,4.62,4.19,0,0,0,100,73.76,0.3,14.01,1.78,0.13,0.22,0.99,4.62,4.19,0,0,0,100,0.209968746,-0.51036916,-0.081198687,-0.372321218,0.501825504,-0.709347963,-1.161470725,-0.127084176,1.615148293,0.226875029,-0.364240331,-0.052959874,-0.254926529,0.684159005,-0.691870526,-1.295149868,-0.073837494,1.514271314,-0.740916263,1.879586408,0.15065447,0.06559425,,,,,,,,
SAM-70,So-A-60,SAM-70_So-A-60_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.21,0.33,13.92,1.63,0.07,0.21,1,4.44,4.19,0,0,0,100,74.21,0.33,13.92,1.63,0.07,0.21,1,4.44,4.19,0,0,0,100,0.288069567,-0.439165844,-0.13489436,-0.470468761,-0.172248423,-0.722112458,-1.154388404,-0.31411424,1.613309876,0.303502028,-0.271020634,-0.107217805,-0.376049538,0.074927781,-0.714136531,-1.284766875,-0.261450974,1.512789652,-1.050545752,1.842466605,-0.10208381,0.026438961,,,,,,,,
SAM-71,So-A-61,SAM-71_So-A-61_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.81,0.22,14.39,1.74,0.01,0.2,1.07,4.56,4.02,0,0,0,100,73.81,0.22,14.39,1.74,0.01,0.2,1.07,4.56,4.02,0,0,0,100,0.217671546,-0.681432111,0.150146737,-0.401182912,-1.022190624,-0.747618701,-1.077959198,-0.192215195,1.420215497,0.234442685,-0.611509358,0.178887333,-0.289980785,-1.273562923,-0.759760715,-1.174746039,-0.138752073,1.355553936,-1.386776366,1.568243014,-1.103048143,-0.138580492,,,,,,,,
SAM-72,So-A-62,SAM-72_So-A-62_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.58,0.28,14.25,1.65,0.04,0.23,1.02,4.76,4.19,0,0,0,100,73.58,0.28,14.25,1.65,0.04,0.23,1.02,4.76,4.19,0,0,0,100,0.177281893,-0.559095551,0.064323999,-0.454669352,-0.611920144,-0.687622119,-1.129559095,0.020919813,1.620247458,0.194736687,-0.430989813,0.093238039,-0.356175671,-0.455231692,-0.654777191,-1.248623426,0.072064645,1.518379472,-1.015380193,1.78125714,-0.68411875,-0.158042865,,,,,,,,
SAM-73,So-A-63,SAM-73_So-A-63_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.38,0.28,13.82,1.43,0.05,0.16,0.87,4.76,4.26,0,0,0,100,74.38,0.28,13.82,1.43,0.05,0.16,0.87,4.76,4.26,0,0,0,100,0.318729123,-0.555999115,-0.199670353,-0.598577644,-0.481710981,-0.813071609,-1.304258562,0.019776244,1.699316158,0.333520451,-0.426669919,-0.172900189,-0.543145753,-0.279984019,-0.884839947,-1.512027706,0.070945704,1.581804769,-1.344832343,1.927632199,-0.535876621,-0.268569794,,,,,,,,
SAM-74,So-A-64,SAM-74_So-A-64_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,73.58,0.29,14,2.02,0.04,0.18,0.94,4.62,4.32,0,0,0,100,73.58,0.29,14,2.02,0.04,0.18,0.94,4.62,4.32,0,0,0,100,0.178262569,-0.525194315,-0.086642652,-0.221007833,-0.652513205,-0.770968716,-1.222245702,-0.124124148,1.76790849,0.195701495,-0.384277882,-0.058453088,-0.078040906,-0.514406424,-0.802966061,-1.385646079,-0.070897744,1.636411916,-1.101962336,1.97278783,-0.552809282,-0.247704837,,,,,,,,
SAM-75,So-A-65,SAM-75_So-A-65_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.27,0.24,13.64,1.87,0.03,0.24,0.97,4.59,4.16,0,0,0,100,74.27,0.24,13.64,1.87,0.03,0.24,0.97,4.59,4.16,0,0,0,100,0.298583607,-0.651271826,-0.305487917,-0.314828038,-0.713959225,-0.668527723,-1.18805973,-0.159936954,1.576567567,0.313800166,-0.565061418,-0.280742159,-0.186402729,-0.609149883,-0.622960775,-1.334429114,-0.106525958,1.483117678,-1.301278754,1.778203953,-0.456234603,-0.341658048,,,,,,,,
SAM-76,So-A-66,SAM-76_So-A-66_So_UK_Solipuli,Acid,Rhyolite,SAM,So_UK,0,Solipuli,74.33,0.21,13.98,1.46,0.07,0.17,0.84,4.58,4.35,0,0,0,100,74.33,0.21,13.98,1.46,0.07,0.17,0.84,4.58,4.35,0,0,0,100,0.309751573,-0.703116314,-0.0974613,-0.577008608,-0.227922958,-0.799251941,-1.327132591,-0.166850701,1.801790215,0.324734272,-0.645805817,-0.06937479,-0.514223461,0.015945259,-0.857357089,-1.548223352,-0.113419383,1.663246069,-1.341320917,2.039195917,-0.323806972,-0.026147164,,,,,,,,
SAM-77,H1-1,SAM-77_H1-1_H1_Hudson,Acid,Trachyte,SAM,H1,0,Hudson,62.89,1.39,15.61,5.16,0.16,1.81,3.54,5.79,2.81,0,0,0,99.16,63.42,1.4,15.74,5.2,0.16,1.83,3.57,5.84,2.83,0,0,0,100,-1.612134842,1.882185611,0.978681127,1.806296412,0.947004814,2.242487137,1.720011523,1.147679877,0.060841216,-1.631091448,1.672270901,0.985181041,1.685946608,1.017459618,1.92793139,1.626892629,1.118255305,0.139626017,4.166431422,-0.207951069,0.268476946,-0.1838592,,,,,,,,
SAM-78,H1-2,SAM-78_H1-2_H1_Hudson,Acid,Trachyte,SAM,H1,0,Hudson,63.26,1.31,15.96,4.97,0.14,1.66,3.39,5.85,2.91,0,0,0,99.45,63.61,1.32,16.05,5,0.14,1.67,3.41,5.88,2.93,0,0,0,100,-1.579161973,1.698442618,1.165914393,1.675021135,0.683847537,1.95586518,1.539712607,1.19291613,0.166606213,-1.596176752,1.556049419,1.162523871,1.592323145,0.825376087,1.753045342,1.485644205,1.158144393,0.242436626,3.984322273,-0.084368581,-0.014526056,-0.139958569,,,,,,,,
SAM-79,H1-3,SAM-79_H1-3_H1_Hudson,Acid,Trachyte,SAM,H1,0,Hudson,63.61,1.26,15.55,5.04,0.13,1.61,3.21,5.92,2.88,0,0,0,99.21,64.12,1.27,15.67,5.08,0.13,1.62,3.24,5.97,2.9,0,0,0,100,-1.489873004,1.595818799,0.936826103,1.727631108,0.559320354,1.870769701,1.346054064,1.281484954,0.14006417,-1.501886374,1.489510765,0.945301856,1.630071489,0.729585972,1.699562083,1.330155609,1.235821002,0.216790215,3.783459581,-0.068141058,0.003413013,-0.376482705,,,,,,,,
SAM-80,H1-4,SAM-80_H1-4_H1_Hudson,Acid,Trachyte,SAM,H1,0,Hudson,63.85,1.21,15.74,4.74,0.14,1.48,3.14,5.74,2.79,0,0,0,98.83,64.61,1.22,15.93,4.8,0.14,1.5,3.18,5.81,2.82,0,0,0,100,-1.40363242,1.496461875,1.091317801,1.546835333,0.695139575,1.640779329,1.280764379,1.11519815,0.048493495,-1.411168177,1.423901329,1.092072173,1.499019884,0.833896002,1.551061974,1.276800335,1.089521779,0.127514745,3.633408956,-0.127337002,0.031161572,-0.171204507,,,,,,,,
SAM-81,H1-5,SAM-81_H1-5_H1_Hudson,Acid,Rhyolite,SAM,H1,0,Hudson,76.11,0.13,13.96,1.35,0.08,0.25,1.62,3.86,2.51,0,0,0,99.87,76.21,0.13,13.98,1.35,0.08,0.25,1.62,3.87,2.51,0,0,0,100,0.641177373,-0.881903639,-0.10059398,-0.645716261,-0.091901252,-0.64848334,-0.458114085,-0.914381196,-0.306497878,0.647124206,-0.966712347,-0.072538599,-0.607575787,0.157062428,-0.590296604,-0.388409587,-0.890666818,-0.231134881,-1.464528595,-0.121574714,0.34918009,0.697146621,,,,,,,,
SAM-82,H1-6,SAM-82_H1-6_H1_Hudson,Acid,Rhyolite,SAM,H1,0,Hudson,76.26,0.12,14.26,1.48,0.05,0.25,1.85,3.44,2.29,0,0,0,100,76.26,0.12,14.26,1.48,0.05,0.25,1.85,3.44,2.29,0,0,0,100,0.650152368,-0.904008472,0.071832022,-0.564081649,-0.476822942,-0.649080663,-0.203285245,-1.358360995,-0.56236495,0.655798864,-1.012811121,0.100747669,-0.497050185,-0.273774096,-0.591259576,-0.105246877,-1.386793823,-0.503563559,-1.595956361,-0.459878584,0.307056361,1.035394701,,,,,,,,
SAM-83,H1-7,SAM-83_H1-7_H1_Hudson,Acid,Rhyolite,SAM,H1,0,Hudson,76.17,0.16,14.06,1.45,0.04,0.25,1.77,3.73,2.47,0,0,0,100.1,76.09,0.16,14.05,1.45,0.04,0.25,1.77,3.73,2.47,0,0,0,100,0.620881912,-0.817407917,-0.059123872,-0.584100644,-0.605197279,-0.649539086,-0.294718781,-1.059320018,-0.35891051,0.627497213,-0.841650545,-0.030703219,-0.523695892,-0.445664572,-0.591999046,-0.204726689,-1.049485405,-0.285922246,-1.542245854,-0.251750783,0.073372485,0.708976405,,,,,,,,
SAM-84,H1-8,SAM-84_H1-8_H1_Hudson,Acid,Rhyolite,SAM,H1,0,Hudson,76.05,0.14,14.25,1.43,0.06,0.26,1.85,3.68,2.18,0,0,0,99.9,76.13,0.14,14.26,1.43,0.06,0.26,1.85,3.68,2.18,0,0,0,100,0.626559997,-0.86022985,0.074440947,-0.59499862,-0.3481916,-0.630247666,-0.201214497,-1.103809493,-0.685925524,0.632989775,-0.923230548,0.103356397,-0.538322982,-0.118139557,-0.561193546,-0.103019635,-1.098826378,-0.639877774,-1.42584198,-0.593748674,0.27082452,0.874539811,,,,,,,,
SAM-85,H1-9,SAM-85_H1-9_H1_Hudson,Acid,Rhyolite,SAM,H1,0,Hudson,76.76,0.22,13.12,1.61,0.05,0.26,2.23,3.44,2.32,0,0,0,100.01,76.75,0.22,13.12,1.61,0.05,0.26,2.23,3.44,2.32,0,0,0,100,0.736913951,-0.686686292,-0.626436343,-0.48143089,-0.476886874,-0.630773099,0.221382813,-1.358720301,-0.528250421,0.739508187,-0.619747733,-0.612080278,-0.389927861,-0.273855163,-0.562024254,0.330318377,-1.387207383,-0.466496211,-1.534082762,-0.588885817,0.621407358,0.820877746,,,,,,,,
